id,小区名称,所在区域,总价,单价,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,产权年限,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,other
5112,十亩地小区,武昌,180,15273,3室2厅1厨1卫,高楼层 (共7层),117.86,平层,暂无数据,板楼,南,钢混结构,精装,一梯两户,无,null,2021/8/18,商品房,2001/6/12,普通住宅,满五年,非共有,无抵押,已上传房本照片,202108184yN9Y
5113,住开盛世长江,新洲,32,3377,3室2厅1厨1卫,高楼层 (共18层),94.76,平层,暂无数据,板楼,东南,钢混结构,简装,一梯两户,无,null,2023/3/24,商品房,2017/8/7,普通住宅,满五年,共有,有抵押 8万元 客户偿还,已上传房本照片,20200422NmxYh
5114,华锦花园三期,武昌,388,22329,5室2厅1厨2卫,高楼层 (共6层),173.77,跃层,155.84,板楼,南 北,钢混结构,其他,一梯两户,无,null,2020/7/22,商品房,2013/3/13,普通住宅,满五年,共有,无抵押,已上传房本照片,20201012go9XI
5115,保利心语七期,洪山,236,19468,4室2厅1厨2卫,高楼层 (共24层),121.23,平层,93.39,板塔结合,南 北,钢混结构,精装,两梯四户,有,null,2022/11/24,商品房,2013/7/30,普通住宅,满五年,共有,有抵押 100万元 平安银行 客户偿还,已上传房本照片,20221125Ycma4
5116,芷岸龙庭,洪山,172,14529,3室2厅1厨1卫,中楼层 (共18层),118.39,平层,103.29,板塔结合,东南,钢混结构,简装,两梯四户,有,null,2023/4/19,限价商品房,2016/8/26,普通住宅,满五年,非共有,无抵押,已上传房本照片,20220526QT86v
5117,华润置地橡树湾,武昌,218,23800,3室2厅1厨1卫,高楼层 (共32层),91.6,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,null,2022/10/11,商品房,2020/5/19,普通住宅,满两年,非共有,有抵押 67万元 银行 业主自还,已上传房本照片,20221012Q6wH1
5118,国粹香舍,江汉,219,17361,3室2厅1厨2卫,低楼层 (共16层),126.15,平层,104.61,板楼,南,钢混结构,简装,两梯四户,有,null,2022/3/7,商品房,2015/12/10,普通住宅,满五年,共有,无抵押,已上传房本照片,20180907K3I3X
5119,兴华尚都国际,江汉,338,25149,4室2厅1厨2卫,中楼层 (共33层),134.4,平层,暂无数据,板塔结合,南 北,钢混结构,其他,三梯四户,有,null,2019/10/10,商品房,2020/10/16,普通住宅,满两年,非共有,无抵押,已上传房本照片,20201021IK6Cu
5120,汉飞滨江国际,武昌,148,18198,2室2厅1厨1卫,高楼层 (共33层),81.33,平层,62.93,塔楼,东南,钢混结构,精装,三梯八户,有,null,2023/3/12,商品房,2010/6/13,普通住宅,满五年,共有,无抵押,已上传房本照片,20230209G2SF0
5121,恒大城,东西湖,93,10980,2室1厅1厨1卫,高楼层 (共33层),84.7,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯六户,有,null,2023/3/21,商品房,2018/6/8,普通住宅,满两年,非共有,无抵押,已上传房本照片,20230322M3fUm
5122,安顺家园,武昌,249,25269,2室2厅1厨1卫,低楼层 (共18层),98.54,平层,78.82,塔楼,南,钢混结构,简装,两梯四户,有,null,2023/1/31,商品房,2010/8/18,普通住宅,满五年,非共有,无抵押,已上传房本照片,20230131AFU3Z
5123,润和花园,硚口,150,12100,5室1厅1厨2卫,高楼层 (共6层),123.97,平层,123.97,板楼,南 北,钢混结构,简装,一梯两户,无,null,2023/3/26,商品房,2016/11/3,普通住宅,满五年,非共有,无抵押,已上传房本照片,20180326O2ERL
5124,水岸星城,武昌,433,26476,4室2厅1厨2卫,中楼层 (共53层),163.55,平层,128.29,板塔结合,南 西,钢混结构,简装,四梯六户,有,null,2022/4/22,商品房,2019/9/11,普通住宅,满两年,非共有,有抵押 330万元,已上传房本照片,20210326vvcW2
5125,保利中央公馆,洪山,298,23954,4室2厅1厨2卫,低楼层 (共34层),124.41,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,有,null,2023/3/25,商品房,2020/1/2,普通住宅,满两年,共有,有抵押 20万元 工商银行,已上传房本照片,20230329r0GJO
5126,香榭花都四期君域,新洲,67,5757,3室2厅1厨2卫,低楼层 (共32层),116.4,平层,暂无数据,暂无数据,东南 南,钢混结构,毛坯,两梯三户,有,null,2023/2/19,商品房,2021/1/25,普通住宅,满两年,共有,无抵押,已上传房本照片,20210910LQ4av
5127,风华天城橘子洲,武昌,292,23115,3室1厅1厨2卫,低楼层 (共6层),126.33,平层,115,板楼,南 北,钢混结构,简装,一梯两户,无,null,2022/3/1,商品房,2020/6/17,普通住宅,满两年,共有,无抵押,已上传房本照片,202203082OCxj
5128,天祥尚府,东湖高新,177,19680,3室2厅1厨1卫,中楼层 (共28层),89.94,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,null,2023/1/4,商品房,2019/4/23,普通住宅,满两年,共有,有抵押 30万元,已上传房本照片,20230108D9hSI
5129,东建金海湾,东西湖,74,9542,2室2厅1厨1卫,低楼层 (共33层),77.56,平层,暂无数据,板塔结合,南,钢混结构,毛坯,两梯四户,有,null,2023/4/17,商品房,2019/10/31,普通住宅,满两年,非共有,有抵押 22万元,已上传房本照片,20230418DC6yW
5130,粮道街胭脂路社区,武昌,98,15385,2室1厅1厨1卫,中楼层 (共7层),63.7,平层,暂无数据,暂无数据,南,未知结构,精装,一梯一户,暂无数据,null,2022/8/14,商品房,2001/9/26,普通住宅,满五年,非共有,无抵押,已上传房本照片,20220814ZUX1F
5131,东湖春树里,武昌,549,22481,4室2厅1厨3卫,高楼层 (共30层),244.21,复式,244.21,塔楼,南 北,钢混结构,精装,两梯四户,有,null,2023/4/27,商品房,2012/8/6,普通住宅,满五年,非共有,无抵押,已上传房本照片,20210912Meca0
5132,古南社区,硚口,62,9854,2室1厅1厨1卫,低楼层 (共8层),62.92,平层,暂无数据,塔楼,南 北,混合结构,简装,一梯四户,无,null,2023/4/23,商品房,2002/12/18,普通住宅,满五年,非共有,无抵押,已上传房本照片,20230424NdijD
5133,中大长江紫都二期,武昌,210,15834,3室2厅1厨2卫,中楼层 (共11层),132.63,平层,116.5,板楼,南,钢混结构,简装,两梯四户,有,null,2023/4/15,商品房,2009/12/24,普通住宅,满五年,非共有,有抵押 业主自还,已上传房本照片,20230418kUG4y
5134,万锦江城,江岸,173,20861,2室2厅1厨1卫,中楼层 (共32层),82.93,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,null,2021/9/5,商品房,2014/10/24,普通住宅,满五年,非共有,无抵押,已上传房本照片,20210907yaYWy
5135,招商公园1872御府,汉阳,185,15926,3室2厅1厨2卫,中楼层 (共47层),116.48,平层,暂无数据,板楼,南 北,钢混结构,毛坯,两梯四户,有,null,2023/3/2,商品房,2020/3/12,普通住宅,满两年,共有,有抵押 78万元 招商银行 客户偿还,已上传房本照片,20210223Ja3an
5136,武昌府A区,洪山,129,14728,2室2厅1厨1卫,中楼层 (共33层),87.59,暂无数据,暂无数据,塔楼,南,钢混结构,其他,两梯六户,有,null,2023/2/28,拆迁还建房,2020/3/4,普通住宅,满两年,非共有,无抵押,已上传房本照片,20230301T6qDe
5137,花样年花郡,洪山,190,20391,3室2厅1厨1卫,中楼层 (共30层),93.18,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,有,null,2023/4/28,商品房,2021/4/1,普通住宅,满两年,非共有,有抵押 30万元 农业银行 客户偿还,已上传房本照片,20230428fH1Bg
5138,海山金谷,武昌,588,33522,4室2厅1厨2卫,高楼层 (共33层),175.41,平层,暂无数据,板楼,南 北,钢混结构,精装,三梯三户,有,null,2020/10/1,商品房,2017/10/10,普通住宅,满五年,共有,有抵押 140万元 未知 客户偿还,已上传房本照片,20201025n6JZi
5139,保利心语九期,洪山,226,19050,3室2厅1厨2卫,高楼层 (共33层),118.64,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯四户,有,null,2023/4/25,商品房,2018/3/16,普通住宅,满五年,共有,无抵押,已上传房本照片,20230426cwUAr
5140,洺悦府,硚口,320,23504,3室2厅1厨2卫,低楼层 (共44层),136.15,平层,暂无数据,板楼,南 北,钢混结构,简装,两梯三户,有,null,2022/9/5,商品房,2020/8/25,普通住宅,满两年,共有,无抵押,已上传房本照片,20220906n8QSs
5141,燕马社区,江汉,75,9890,2室2厅2厨2卫,高楼层 (共9层),75.84,平层,暂无数据,暂无数据,西南,未知结构,毛坯,一梯六户,暂无数据,null,2023/4/19,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,20230225w6vuS
5142,惠民苑一期,汉阳,70,7661,3室1厅1厨1卫,低楼层 (共11层),91.38,平层,暂无数据,板楼,东南,钢混结构,其他,一梯四户,有,null,2022/3/9,拆迁还建房,2020/11/20,普通住宅,满两年,非共有,有抵押 63万元 业主自还,已上传房本照片,20220309lZf1F
5143,新城璟汇,东西湖,126,14542,3室2厅1厨1卫,中楼层 (共29层),86.65,平层,暂无数据,板楼,南 北,钢混结构,简装,两梯四户,有,null,2022/10/13,商品房,2017/10/18,普通住宅,满两年,非共有,无抵押,已上传房本照片,20221023LklIJ
5144,丰竹园,硚口,185,15565,3室2厅1厨1卫,中楼层 (共7层),118.86,错层,暂无数据,塔楼,南 北,钢混结构,其他,一梯两户,无,null,2023/4/19,商品房,2019/8/29,普通住宅,满两年,非共有,有抵押 88万元 招商银行 业主自还,已上传房本照片,20230419wphRN
5145,薇湖水岸,汉南,66,4175,4室2厅1厨2卫,高楼层 (共7层),158.11,复式,136.98,暂无数据,南 北,钢混结构,精装,一梯两户,暂无数据,null,2021/3/8,商品房,2021/1/29,普通住宅,满两年,非共有,无抵押,已上传房本照片,20210307eHOxG
5146,领秀城,洪山,133,24842,1室1厅1厨1卫,高楼层 (共31层),53.54,平层,42.19,板塔结合,北,钢混结构,简装,两梯六户,有,null,2023/3/27,商品房,2020/7/22,普通住宅,满两年,共有,有抵押 15万元 公积金贷款50还，自己还 业主自还,已上传房本照片,20210608inINa
5147,钰龙湾,汉阳,110,13814,2室2厅1厨1卫,中楼层 (共40层),79.63,平层,暂无数据,板楼,南,钢混结构,简装,三梯五户,有,null,2021/3/12,商品房,2018/4/26,普通住宅,满五年,共有,无抵押,已上传房本照片,20210316t0sFo
5148,东方恒星园,江岸,89,16624,1室1厅1厨1卫,高楼层 (共18层),53.54,平层,暂无数据,塔楼,北,钢混结构,精装,两梯十三户,有,null,2023/3/17,商品房,2019/8/23,普通住宅,满两年,非共有,有抵押 69万元 客户偿还,已上传房本照片,20220216ZcXmV
5149,水岸星城,武昌,710,32409,4室2厅1厨2卫,中楼层 (共4层),219.08,平层,189.08,板楼,南 北,钢混结构,精装,一梯两户,有,null,2022/8/15,商品房,2012/5/17,普通住宅,满五年,共有,有抵押 300万元 招行，协商还款 客户偿还,已上传房本照片,202208156Ty2K
5150,2008城市花园,硚口,108,10739,2室1厅1厨1卫,低楼层 (共11层),100.57,平层,暂无数据,板楼,南,钢混结构,精装,一梯两户,有,null,2023/4/9,商品房,2009/3/11,普通住宅,满五年,非共有,无抵押,已上传房本照片,20200102nZX2t
5151,百步亭花园世博园,江岸,259,21416,3室2厅1厨2卫,中楼层 (共8层),120.94,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,有,null,2023/4/16,商品房,2014/3/18,普通住宅,满五年,非共有,无抵押,已上传房本照片,20230416nOSqw
5152,群光上苑,洪山,220,25731,2室1厅1厨1卫,中楼层 (共32层),85.5,平层,暂无数据,板塔结合,南 西南 北,钢混结构,精装,两梯四户,有,null,2023/4/15,商品房,2021/1/7,普通住宅,满两年,非共有,无抵押,已上传房本照片,202304153FWc1
5153,永清小区,江岸,159,42915,1室1厅1厨1卫,高楼层 (共9层),37.05,平层,暂无数据,板楼,西北,钢混结构,精装,一梯七户,无,null,2022/6/6,商品房,2020/7/15,普通住宅,满两年,非共有,无抵押,已上传房本照片,20220606mjFZ4
5154,山水华庭,东湖高新,163,12105,3室2厅1厨2卫,低楼层 (共6层),134.66,平层,暂无数据,板塔结合,南 北,钢混结构,简装,一梯两户,无,null,2023/3/2,商品房,2016/8/11,普通住宅,满五年,共有,有抵押 70万元 建设银行  客户偿还,已上传房本照片,202009091fGfx
5155,百步雅庭,江岸,130,14033,2室2厅1厨1卫,高楼层 (共6层),92.64,平层,82,板楼,南 北,钢混结构,精装,一梯三户,无,null,2022/11/24,商品房,2022/11/1,普通住宅,未满两年,非共有,无抵押,已上传房本照片,20221124B1mtC
5156,电建澋悦苑,硚口,98,11966,2室1厅1厨1卫,高楼层 (共42层),81.9,平层,60,板楼,南,钢混结构,简装,六梯八户,有,null,2023/4/5,商品房,2021/6/2,普通住宅,未满两年,非共有,无抵押,已上传房本照片,20210722P4fdh
5157,绿之苑,东湖高新,119,13417,2室2厅1厨1卫,高楼层 (共7层),88.7,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,无,null,2021/6/22,商品房,2005/8/6,普通住宅,满五年,共有,无抵押,已上传房本照片,20210929Q4kk5
5158,东原湖光里,洪山,114,14534,3室2厅1厨1卫,低楼层 (共35层),78.44,平层,暂无数据,板楼,南,钢混结构,精装,两梯五户,有,null,2023/2/19,商品房,2017/8/21,普通住宅,满五年,共有,有抵押 21万元 建行 客户偿还,已上传房本照片,20230219CF1ub
5159,梅苑小区二期,武昌,218,15535,4室2厅1厨2卫,高楼层 (共7层),140.33,平层,暂无数据,板楼,南 北,混合结构,简装,一梯四户,无,null,2022/5/31,商品房,2018/7/2,普通住宅,满两年,非共有,有抵押 100万元 工行 客户偿还,已上传房本照片,20200825QcQ18
5160,民航小区,江汉,115,16257,3室2厅1厨1卫,低楼层 (共7层),70.74,平层,61.96,板楼,南 北,混合结构,简装,一梯两户,无,null,2023/4/16,商品房,2013/7/15,普通住宅,满五年,共有,无抵押,已上传房本照片,20230416EFRIt
5161,福星城南区,江汉,130,16864,2室2厅1厨1卫,低楼层 (共45层),77.09,平层,54.56,板塔结合,西南,钢混结构,其他,四梯九户,有,null,2023/4/1,商品房,2015/5/20,普通住宅,满五年,非共有,无抵押,已上传房本照片,2023040466aMP
5162,幸福湾星澜,江岸,169,14361,3室2厅1厨2卫,中楼层 (共46层),117.68,平层,暂无数据,板楼,南 北,钢混结构,精装,三梯四户,有,null,2022/6/5,商品房,2018/10/19,普通住宅,满两年,非共有,有抵押 100万元,已上传房本照片,20200112Zq6u4
5163,国创青云,蔡甸,74,7977,3室2厅1厨1卫,低楼层 (共15层),92.77,平层,暂无数据,塔楼,南 北,钢混结构,精装,两梯四户,有,null,2023/4/19,商品房,2018/11/14,普通住宅,满两年,共有,有抵押 30万元 建行 业主自还,已上传房本照片,20230419uGghs
5164,长城达尚城,东湖高新,119,15011,2室2厅1厨1卫,低楼层 (共27层),79.28,平层,暂无数据,板楼,南,钢混结构,精装,两梯六户,有,null,2023/4/9,商品房,2022/5/22,普通住宅,未满两年,非共有,有抵押 53万元 中国银行 客户偿还,已上传房本照片,20230409mR8vd
5165,松涛苑A区,武昌,218,24903,3室1厅1厨1卫,高楼层 (共6层),87.54,平层,76.65,板楼,南,混合结构,简装,一梯两户,无,null,2023/4/7,商品房,2014/3/24,普通住宅,满五年,非共有,有抵押 11万 业主自还,已上传房本照片,20230407Zy8SC
5166,水域天际,武昌,330,37840,3室2厅1厨1卫,高楼层 (共18层),87.21,平层,暂无数据,塔楼,南,钢混结构,精装,两梯四户,有,null,2022/9/30,商品房,2020/7/28,普通住宅,满两年,共有,有抵押 30万元 建行公积金 客户偿还,已上传房本照片,20221005K4jGk
5167,人信奥林花园圣火苑,沌口,125,11631,3室2厅1厨2卫,低楼层 (共6层),107.48,平层,暂无数据,板楼,南,钢混结构,精装,两梯两户,有,null,2023/4/14,商品房,2017/5/3,普通住宅,满五年,共有,有抵押 40万元 光大银行 业主自还,已上传房本照片,202005135GCpr
5168,金地雄楚一号,东湖高新,248,21046,3室2厅1厨1卫,中楼层 (共33层),117.84,平层,暂无数据,板塔结合,南 北,钢混结构,其他,两梯四户,有,null,2023/2/28,商品房,2016/11/3,普通住宅,满五年,共有,有抵押 40万元 中国工商银行,已上传房本照片,20230306veByg
5169,中国健康谷,蔡甸,95,7707,3室2厅1厨2卫,中楼层 (共24层),123.28,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯三户,有,null,2021/7/1,商品房,2020/8/26,普通住宅,满两年,共有,有抵押 40万元 工行 客户偿还,已上传房本照片,202107073TlLr
5170,财大千家街宿舍,武昌,109,13185,3室1厅1厨1卫,中楼层 (共7层),82.67,平层,暂无数据,板楼,南 北,未知结构,简装,一梯两户,暂无数据,null,2023/4/26,商品房,2015/4/10,普通住宅,满五年,共有,无抵押,已上传房本照片,202304261TIvu
5171,金色港湾四期,沌口,259,16067,4室2厅1厨2卫,中楼层 (共18层),161.21,平层,暂无数据,板楼,南,钢混结构,其他,两梯四户,有,null,2023/4/21,商品房,2019/4/19,普通住宅,满两年,非共有,无抵押,已上传房本照片,20210823wxqhX
5172,翠林居(武昌),武昌,310,21328,3室1厅1厨2卫,低楼层 (共13层),145.35,平层,121.12,塔楼,南 北,钢混结构,毛坯,一梯两户,有,null,2021/11/10,商品房,2009/4/29,普通住宅,满五年,共有,无抵押,已上传房本照片,201912310PXeu
5173,长投珑庭,武昌,227,21303,3室2厅1厨1卫,中楼层 (共33层),106.56,平层,暂无数据,板塔结合,南 东,钢混结构,其他,三梯五户,有,null,2023/1/2,商品房,2023/3/31,普通住宅,未满两年,共有,无抵押,已上传房本照片,20230401XdNxC
5174,洺悦府,硚口,164,18650,2室2厅1厨1卫,中楼层 (共33层),87.94,平层,暂无数据,板楼,西北,钢混结构,毛坯,两梯五户,有,null,2023/2/14,商品房,2023/4/22,普通住宅,未满两年,非共有,无抵押,已上传房本照片,20230425hSUCg
5175,江汉人家,江汉,130,16557,2室2厅1厨1卫,中楼层 (共42层),78.52,平层,暂无数据,板塔结合,南,钢混结构,毛坯,三梯六户,有,null,2023/4/16,商品房,2020/4/8,普通住宅,满两年,非共有,有抵押 70万元 公积金 客户偿还,已上传房本照片,20230213DOo8p
